N,P,K,Rainfall_mm,Temperature_C,Soil_pH,Year,State_Bihar,State_Gujarat,State_Haryana,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Odisha,State_Punjab,State_Rajasthan,State_Tamil Nadu,State_Telangana,State_Uttar Pradesh,State_West Bengal,Crop_Cotton,Crop_Groundnut,Crop_Maize,Crop_Millet,Crop_Pulses,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat,Soil_Type_Clay,Soil_Type_Loamy,Soil_Type_Red Soil,Soil_Type_Sandy,Fertilizer_DAP,Fertilizer_NPK,Fertilizer_Organic,Fertilizer_Potash,Fertilizer_Urea,Yield_kg_per_acre
0.5977584380870871,-0.6100722649092506,-0.9405264936028116,-0.7295571970968923,0.503604290268597,0.0740397046718867,-1.2299152352822456,-0.26726124191242434,-0.2556186790727725,-0.28815358921021483,4.054856404993434,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,-0.2643863511101743,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,-0.36810787346947577,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,2.967140301473365,-0.3093384633043134,-0.3443373820284292,-0.5393308788692645,2.082805389808406,-0.4968730149821545,-0.47380354147934284,2.2096047024697585,-0.42665336858709313,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,1899
-1.1773419675433907,-0.7604647835399165,0.1819372683434412,0.9517625895442746,1.0069571923753182,-0.49174581189383165,-1.365219441583924,-0.26726124191242434,-0.2556186790727725,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,3.7823435128210647,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,2.716594976833394,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,-0.3093384633043134,-0.3443373820284292,-0.5393308788692645,-0.4801216690206416,2.0125866566448884,-0.47380354147934284,-0.4525696378552518,-0.42665336858709313,-0.4450652391421417,-0.4504297155258619,2.194072352583682,1002
-0.9653896803039306,-0.7003077760876502,1.3780052114009238,-0.47193561688574576,-0.6812642249998013,0.40523122656401345,0.3937352403378952,-0.26726124191242434,-0.2556186790727725,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,-0.2643863511101743,3.5203490086718876,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,-0.36810787346947577,2.967140301473365,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,-0.3093384633043134,-0.3443373820284292,-0.5393308788692645,-0.4801216690206416,2.0125866566448884,-0.47380354147934284,-0.4525696378552518,-0.42665336858709313,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,1465
-0.4090149263003481,0.47275386923154405,0.4947550380661674,0.6805819787956993,0.46727985403409183,-1.1541288556780878,1.3408646844496441,-0.26726124191242434,3.912077175374606,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,-0.2643863511101743,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,-0.36810787346947577,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,-0.3093384633043134,2.904128486164299,-0.5393308788692645,-0.4801216690206416,2.0125866566448884,-0.47380354147934284,-0.4525696378552518,-0.42665336858709313,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,2273
0.9156868689462772,-0.0085021903865869,-0.7197139502691225,1.1687070781431348,1.6711754549491364,-0.726339806567422,0.6643436529412521,-0.26726124191242434,-0.2556186790727725,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,-0.2643863511101743,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,2.716594976833394,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,-0.3093384633043134,-0.3443373820284292,1.854149352799069,-0.4801216690206416,-0.4968730149821545,-0.47380354147934284,-0.4525696378552518,-0.42665336858709313,2.246861610507909,-0.4504297155258619,-0.4557734838700402,1497
-0.8859075725891331,1.3450304772894064,1.746026116957072,0.7483771314828431,0.4274959476820141,0.43283052005502476,-0.2827857911704968,-0.26726124191242434,-0.2556186790727725,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,3.7823435128210647,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,-0.36810787346947577,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,-0.3093384633043134,2.904128486164299,-0.5393308788692645,-0.4801216690206416,-0.4968730149821545,-0.47380354147934284,-0.4525696378552518,2.3438230508096156,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,2119
-0.6739552853496731,1.4954229959200724,-0.6461097691578929,-0.17363694506231292,0.04695423474909787,1.4540043792224189,1.611473097053001,-0.26726124191242434,-0.2556186790727725,3.4703714874447615,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,-0.2643863511101743,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,2.716594976833394,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,-0.3093384633043134,-0.3443373820284292,-0.5393308788692645,-0.4801216690206416,-0.4968730149821545,-0.47380354147934284,-0.4525696378552518,2.3438230508096156,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,1568
1.0481570484709397,0.5028323729576772,-0.0020731844346330193,1.209384169755421,-0.7487238922924547,-0.6573415728398957,-1.2299152352822456,-0.26726124191242434,-0.2556186790727725,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,4.005677788521506,-0.2643863511101743,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,-0.36810787346947577,-0.33702484493350027,-0.33579702785598614,3.246299668616799,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,-0.3093384633043134,-0.3443373820284292,-0.5393308788692645,2.082805389808406,-0.4968730149821545,-0.47380354147934284,2.2096047024697585,-0.42665336858709313,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,1384
-0.5414851058250105,-0.03858069411272008,-0.07567736554586271,1.561918963728569,0.86857838767244,-0.4641465184028216,0.3937352403378952,-0.26726124191242434,-0.2556186790727725,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,-0.2643863511101743,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,-0.36810787346947577,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,3.0686587732536617,-0.33702484493350027,-0.3093384633043134,-0.3443373820284292,-0.5393308788692645,-0.4801216690206416,-0.4968730149821545,-0.47380354147934284,-0.4525696378552518,2.3438230508096156,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,1963
1.6575198742843873,-0.670229272361517,-0.609307678602278,-1.2448003575191853,0.430955417799586,-1.6923150787527947,0.7996478592429305,-0.26726124191242434,3.912077175374606,-0.28815358921021483,-0.24661785772944508,-0.2672612419124244,-0.25114902496871383,-0.24964564121097207,-0.2643863511101743,-0.284062744215599,-0.25856591038693544,-0.28131244310816045,-0.29220455535594747,-0.24661785772944508,-0.27153161912770507,-0.36810787346947577,-0.33702484493350027,-0.33579702785598614,-0.3080430342483094,-0.34554737023254406,-0.3258752679561411,-0.33702484493350027,3.23270500964584,-0.3443373820284292,1.854149352799069,-0.4801216690206416,-0.4968730149821545,-0.47380354147934284,-0.4525696378552518,2.3438230508096156,-0.4450652391421417,-0.4504297155258619,-0.4557734838700402,54460
